   1.2500000e-04	  -3.4197597e-09	
   1.5000000e-04	  -3.4144887e-09	
   1.7500000e-04	  -3.4086287e-09	
   2.0000000e-04	  -3.4080551e-09	
   2.2500000e-04	  -3.4171294e-09	
   2.5000000e-04	  -3.4153724e-09	
   2.7500000e-04	  -3.4174136e-09	
   3.0000000e-04	  -3.4139048e-09	
   3.2500000e-04	  -3.4016008e-09	
   3.5000000e-04	  -3.4144939e-09	
   3.7500000e-04	  -3.4162561e-09	
   4.0000000e-04	  -3.4098224e-09	
   4.2500000e-04	  -3.4080706e-09	
   4.5000000e-04	  -3.4001539e-09	
   4.7500000e-04	  -3.4168503e-09	
   5.0000000e-04	  -3.4092437e-09	
   5.2500000e-04	  -3.4127576e-09	
   5.5000000e-04	  -3.4112900e-09	
   5.7500000e-04	  -3.3975287e-09	
   6.0000000e-04	  -3.4080758e-09	
   6.2500000e-04	  -3.4072025e-09	
   6.5000000e-04	  -3.4186176e-09	
   6.7500000e-04	  -3.4107009e-09	
   7.0000000e-04	  -3.4089491e-09	
   7.2500000e-04	  -3.4051406e-09	
   7.5000000e-04	  -3.4074867e-09	
   7.7500000e-04	  -3.4159667e-09	
   8.0000000e-04	  -3.4118740e-09	
   8.2500000e-04	  -3.4127524e-09	
   8.5000000e-04	  -3.4074815e-09	
   8.7500000e-04	  -3.4071870e-09	
   9.0000000e-04	  -3.4156876e-09	
   9.2500000e-04	  -3.4206588e-09	
   9.5000000e-04	  -3.4086545e-09	
   9.7500000e-04	  -3.4104064e-09	
   1.0000000e-03	  -3.4019057e-09	
   1.0250000e-03	  -3.4238627e-09	
   1.0500000e-03	  -3.4238679e-09	
   1.0750000e-03	  -3.4145043e-09	
   1.1000000e-03	  -3.4115794e-09	
   1.1250000e-03	  -3.4092333e-09	
   1.1500000e-03	  -3.4191809e-09	
   1.1750000e-03	  -3.4224003e-09	
   1.2000000e-03	  -3.4150830e-09	
   1.2250000e-03	  -3.4016111e-09	
   1.2500000e-03	  -3.4112745e-09	
   1.2750000e-03	  -3.4150779e-09	
   1.3000000e-03	  -3.4203385e-09	
   1.3250000e-03	  -3.4092075e-09	
   1.3500000e-03	  -3.4048047e-09	
   1.3750000e-03	  -3.4091868e-09	
   1.4000000e-03	  -3.4156256e-09	
   1.4250000e-03	  -3.4203178e-09	
   1.4500000e-03	  -3.4112487e-09	
   1.4750000e-03	  -3.4045101e-09	
   1.5000000e-03	  -3.4118378e-09	
   1.5250000e-03	  -3.4092075e-09	
   1.5500000e-03	  -3.4174033e-09	
   1.5750000e-03	  -3.4147523e-09	
   1.6000000e-03	  -3.4126956e-09	
   1.6250000e-03	  -3.4167935e-09	
   1.6500000e-03	  -3.4194238e-09	
   1.6750000e-03	  -3.4144526e-09	
   1.7000000e-03	  -3.4246999e-09	
   1.7250000e-03	  -3.4074350e-09	
   1.7500000e-03	  -3.4147471e-09	
   1.7750000e-03	  -3.4159150e-09	
   1.8000000e-03	  -3.4209017e-09	
   1.8250000e-03	  -3.4124062e-09	
   1.8500000e-03	  -3.4171035e-09	
   1.8750000e-03	  -3.4074143e-09	
   1.9000000e-03	  -3.4164886e-09	
   1.9250000e-03	  -3.4188244e-09	
   1.9500000e-03	  -3.4167728e-09	
   1.9750000e-03	  -3.4079983e-09	
   2.0000000e-03	  -3.4115122e-09	
   2.0250000e-03	  -3.4147213e-09	
   2.0500000e-03	  -3.3192812e-09	
   2.0750000e-03	  -2.6714109e-09	
   2.1000000e-03	  -2.0232254e-09	
   2.1250000e-03	  -1.7389463e-09	
   2.1500000e-03	  -1.7679313e-09	
   2.1750000e-03	  -1.1206398e-09	
   2.2000000e-03	  -4.3996049e-10	
   2.2250000e-03	  -2.4146327e-10	
   2.2500000e-03	  -6.8118329e-10	
   2.2750000e-03	  -1.2517775e-09	
   2.3000000e-03	  -1.7687943e-09	
   2.3250000e-03	  -2.2899089e-09	
   2.3500000e-03	  -2.8616968e-09	
   2.3750000e-03	  -3.5227600e-09	
   2.4000000e-03	  -4.3433877e-09	
   2.4250000e-03	  -5.4181211e-09	
   2.4500000e-03	  -6.7903109e-09	
   2.4750000e-03	  -8.4239391e-09	
   2.5000000e-03	  -1.0176132e-08	
   2.5250000e-03	  -1.1887347e-08	
   2.5500000e-03	  -1.3508965e-08	
   2.5750000e-03	  -1.5033387e-08	
   2.6000000e-03	  -1.6484909e-08	
   2.6250000e-03	  -1.7862949e-08	
   2.6500000e-03	  -1.9197364e-08	
   2.6750000e-03	  -2.0451268e-08	
   2.7000000e-03	  -2.1649558e-08	
   2.7250000e-03	  -2.2786664e-08	
   2.7500000e-03	  -2.3854070e-08	
   2.7750000e-03	  -2.4837166e-08	
   2.8000000e-03	  -2.5716343e-08	
